s0_level,global_index,value,degree,minimal_polynomial
5,undetermined,4.45712,8,1-3 t-5 t^2-5 t^3-6 t^4-5 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.45771,10,1-4 t-3 t^2+4 t^3+2 t^4-4 t^5+2 t^6+4 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.45795,8,1-4 t-2 t^2-t^3+4 t^4-t^5-2 t^6-4 t^7+t^8
5,undetermined,4.45839,8,1-5 t+3 t^2-4 t^3+7 t^4-4 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.45859,8,1-6 t+10 t^2-17 t^3+17 t^4-17 t^5+10 t^6-6 t^7+t^8
5,undetermined,4.45915,8,1-4 t-t^2-4 t^3-2 t^4-4 t^5-t^6-4 t^7+t^8
5,undetermined,4.45915,10,1-5 t+t^2+7 t^3-2 t^4-5 t^5-2 t^6+7 t^7+t^8-5 t^9+t^10
5,undetermined,4.46006,8,1-4 t-3 t^2+3 t^3+5 t^4+3 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.46032,8,1-5 t+2 t^2+3 t^3-6 t^4+3 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.46047,10,1-7 t+15 t^2-21 t^3+26 t^4-29 t^5+26 t^6-21 t^7+15 t^8-7 t^9+t^10
5,undetermined,4.46099,10,1-5 t+2 t^2+2 t^3-4 t^5+2 t^7+2 t^8-5 t^9+t^10
5,undetermined,4.46119,8,1-4 t-2 t^2-t^4-2 t^6-4 t^7+t^8
5,undetermined,4.4618,10,1-6 t+9 t^2-12 t^3+14 t^4-16 t^5+14 t^6-12 t^7+9 t^8-6 t^9+t^10
5,undetermined,4.46197,10,1-3 t-6 t^2-4 t^3+5 t^4+10 t^5+5 t^6-4 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.46233,8,1-5 t+3 t^2-3 t^3+2 t^4-3 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.46307,10,1-5 t+3 t^2-2 t^3-4 t^4+5 t^5-4 t^6-2 t^7+3 t^8-5 t^9+t^10
5,undetermined,4.46326,8,1-3 t-4 t^2-9 t^3-8 t^4-9 t^5-4 t^6-3 t^7+t^8
5,undetermined,4.46414,8,1-6 t+8 t^2-6 t^3+5 t^4-6 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.46418,10,1-3 t-6 t^2-2 t^3-t^4-3 t^5-t^6-2 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.465,8,1-3 t-5 t^2-5 t^3-7 t^4-5 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.46579,8,1-4 t-t^2-5 t^3+2 t^4-5 t^5-t^6-4 t^7+t^8
5,undetermined,4.46589,10,1-3 t-6 t^2-3 t^3+2 t^4+2 t^5+2 t^6-3 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.46617,8,1-5 t+3 t^2-2 t^3-3 t^4-2 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.46641,8,1-6 t+9 t^2-12 t^3+13 t^4-12 t^5+9 t^6-6 t^7+t^8
5,undetermined,4.46681,8,1-6 t+7 t^2+t^3-8 t^4+t^5+7 t^6-6 t^7+t^8
5,undetermined,4.46785,8,1-5 t+4 t^2-8 t^3+5 t^4-8 t^5+4 t^6-5 t^7+t^8
5,undetermined,4.46817,8,1-4 t-2 t^2-t^3+3 t^4-t^5-2 t^6-4 t^7+t^8
5,undetermined,4.46834,10,1-3 t-4 t^2-8 t^3-12 t^4-12 t^5-12 t^6-8 t^7-4 t^8-3 t^9+t^10
5,undetermined,4.46876,8,1-4 t-t^2-4 t^3-3 t^4-4 t^5-t^6-4 t^7+t^8
5,undetermined,4.46924,8,1-5 t+2 t^2+2 t^3-2 t^4+2 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.46938,10,1-6 t+8 t^2-7 t^3+11 t^4-15 t^5+11 t^6-7 t^7+8 t^8-6 t^9+t^10
5,undetermined,4.47044,8,1-3 t-5 t^2-6 t^3-3 t^4-6 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.47079,8,1-3 t-4 t^2-9 t^3-9 t^4-9 t^5-4 t^6-3 t^7+t^8
5,undetermined,4.47081,8,1-4 t-3 t^2+3 t^3+4 t^4+3 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.4709,8,1-5 t+3 t^2-4 t^3+6 t^4-4 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.47127,8,1-4 t-2 t^2-2 t^4-2 t^6-4 t^7+t^8
5,undetermined,4.47211,8,1-2 t-7 t^2-14 t^3-15 t^4-14 t^5-7 t^6-2 t^7+t^8
5,undetermined,4.47282,6,1-5 t+4 t^2-8 t^3+4 t^4-5 t^5+t^6
5,undetermined,4.47315,8,1-5 t+2 t^2+3 t^3-7 t^4+3 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.4734,10,1-4 t-t^2-4 t^3-4 t^4-t^5-4 t^6-4 t^7-t^8-4 t^9+t^10
5,undetermined,4.47463,8,1-5 t+3 t^2-3 t^3+t^4-3 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.47538,10,1-4 t-2 t^2-2 t^4-2 t^5-2 t^6-2 t^8-4 t^9+t^10
5,undetermined,4.47541,8,1-4 t-t^2-5 t^3+t^4-5 t^5-t^6-4 t^7+t^8
5,undetermined,4.4757,10,1-5 t+2 t^2+2 t^3-3 t^4+5 t^5-3 t^6+2 t^7+2 t^8-5 t^9+t^10
5,undetermined,4.47826,4,1-3 t-6 t^2-3 t^3+t^4
5,undetermined,4.47947,8,1-5 t+4 t^2-8 t^3+4 t^4-8 t^5+4 t^6-5 t^7+t^8
5,undetermined,4.47989,8,1-6 t+8 t^2-6 t^3+4 t^4-6 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.48013,10,1-3 t-6 t^2-5 t^3+7 t^4+11 t^5+7 t^6-5 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.48019,10,1-3 t-7 t^2+6 t^4+5 t^5+6 t^6-7 t^8-3 t^9+t^10
5,undetermined,4.48071,10,1-4 t-4 t^2+8 t^3+3 t^4-9 t^5+3 t^6+8 t^7-4 t^8-4 t^9+t^10
5,undetermined,4.48114,10,1-5 t+2 t^2+t^3+3 t^4-5 t^5+3 t^6+t^7+2 t^8-5 t^9+t^10
5,undetermined,4.48119,10,1-3 t-5 t^2-5 t^3-8 t^4-9 t^5-8 t^6-5 t^7-5 t^8-3 t^9+t^10
5,undetermined,4.48122,8,1-4 t-2 t^2-3 t^4-2 t^6-4 t^7+t^8
5,undetermined,4.48136,8,1-6 t+9 t^2-12 t^3+12 t^4-12 t^5+9 t^6-6 t^7+t^8
5,undetermined,4.48141,8,1-4 t-3 t^2+3 t^3+3 t^4+3 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.48175,10,1-6 t+8 t^2-6 t^3+3 t^4-t^5+3 t^6-6 t^7+8 t^8-6 t^9+t^10
5,undetermined,4.48192,8,1-4 t-9 t^3-t^4-9 t^5-4 t^7+t^8
5,undetermined,4.48207,8,1-5 t+2 t^2+2 t^3-3 t^4+2 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.48221,10,1-4 t-3 t^2+4 t^3-5 t^5+4 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.48286,10,1-5 t+3 t^2-3 t^3-t^5-3 t^7+3 t^8-5 t^9+t^10
5,undetermined,4.48319,8,1-5 t+3 t^2-4 t^3+5 t^4-4 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.48424,10,1-5 t+2 t^2+2 t^3-3 t^4+2 t^5-3 t^6+2 t^7+2 t^8-5 t^9+t^10
5,undetermined,4.48437,8,1-2 t-7 t^2-14 t^3-17 t^4-14 t^5-7 t^6-2 t^7+t^8
5,undetermined,4.48461,8,1-2 t-8 t^2-11 t^3-11 t^4-11 t^5-8 t^6-2 t^7+t^8
5,undetermined,4.48492,8,1-4 t-t^2-5 t^3-5 t^5-t^6-4 t^7+t^8
5,undetermined,4.48576,8,1-5 t+2 t^2+3 t^3-8 t^4+3 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.48601,8,1-3 t-5 t^2-6 t^3-5 t^4-6 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.4864,8,1-3 t-6 t^2-3 t^3+t^4-3 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.48673,8,1-5 t+3 t^2-3 t^3-3 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.48682,8,1-3 t-7 t^2+7 t^4-7 t^6-3 t^7+t^8
5,undetermined,4.48762,8,1-5 t+4 t^2-9 t^3+8 t^4-9 t^5+4 t^6-5 t^7+t^8
5,undetermined,4.48765,8,1-4 t-t^2-4 t^3-5 t^4-4 t^5-t^6-4 t^7+t^8
5,undetermined,4.48882,10,1-4 t-t^2-5 t^3-7 t^5-5 t^7-t^8-4 t^9+t^10
5,undetermined,4.48886,8,1-4 t-3 t^2+2 t^3+7 t^4+2 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.48916,10,1-5 t+3 t^2-4 t^3+4 t^4-2 t^5+4 t^6-4 t^7+3 t^8-5 t^9+t^10
5,undetermined,4.49091,6,1-4 t-t^2-5 t^3-t^4-4 t^5+t^6
5,undetermined,4.49104,8,1-4 t-2 t^2-4 t^4-2 t^6-4 t^7+t^8
5,undetermined,4.49108,8,1-5 t+2 t^2+t^3+t^4+t^5+2 t^6-5 t^7+t^8
5,undetermined,4.49185,6,1-6 t+8 t^2-7 t^3+8 t^4-6 t^5+t^6
5,undetermined,4.49267,10,1-4 t-2 t^2-2 t^3+3 t^4+7 t^5+3 t^6-2 t^7-2 t^8-4 t^9+t^10
5,undetermined,4.49322,10,1-4 t-3 t^2+3 t^3+2 t^4+t^5+2 t^6+3 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.4933,10,1-4 t-2 t^2-2 t^3+4 t^4+2 t^5+4 t^6-2 t^7-2 t^8-4 t^9+t^10
5,undetermined,4.4937,8,1-3 t-5 t^2-6 t^3-6 t^4-6 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.49405,10,1-4 t-2 t^2-t^3-t^4+5 t^5-t^6-t^7-2 t^8-4 t^9+t^10
5,undetermined,4.49432,8,1-4 t-t^2-5 t^3-t^4-5 t^5-t^6-4 t^7+t^8
5,undetermined,4.49445,8,1-3 t-6 t^2-3 t^3-3 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.49449,8,1-6 t+7 t^2-5 t^4+7 t^6-6 t^7+t^8
5,undetermined,4.49463,10,1-6 t+7 t^2-6 t^4+7 t^5-6 t^6+7 t^8-6 t^9+t^10
5,undetermined,4.49467,8,1-5 t+2 t^2+2 t^3-4 t^4+2 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.49529,6,1-5 t+2 t^2+t^3+2 t^4-5 t^5+t^6
5,undetermined,4.496,8,1-6 t+9 t^2-12 t^3+11 t^4-12 t^5+9 t^6-6 t^7+t^8
5,undetermined,4.49693,8,1-4 t-t^2-4 t^3-6 t^4-4 t^5-t^6-4 t^7+t^8
5,undetermined,4.49707,10,1-3 t-6 t^2-3 t^3-t^4-t^5-t^6-3 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.4974,10,1-5 t+t^2+6 t^3-7 t^5+6 t^7+t^8-5 t^9+t^10
5,undetermined,4.49805,8,1-4 t-2 t^2-t^3-t^5-2 t^6-4 t^7+t^8
5,undetermined,4.49815,8,1-5 t+2 t^2+3 t^3-9 t^4+3 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.49826,8,1-3 t-4 t^2-10 t^3-8 t^4-10 t^5-4 t^6-3 t^7+t^8
5,undetermined,4.49863,8,1-5 t+3 t^2-3 t^3-t^4-3 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.49906,8,1-5 t+4 t^2-9 t^3+7 t^4-9 t^5+4 t^6-5 t^7+t^8
5,undetermined,4.49907,10,1-3 t-6 t^2-4 t^3+2 t^4+4 t^5+2 t^6-4 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.4993,8,1-4 t-3 t^2+2 t^3+6 t^4+2 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.5001,10,1-4 t-3 t^2+3 t^3+2 t^4-2 t^5+2 t^6+3 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.50095,10,1-5 t+3 t^2-5 t^3+8 t^4-5 t^5+8 t^6-5 t^7+3 t^8-5 t^9+t^10
5,undetermined,4.50131,8,1-3 t-5 t^2-6 t^3-7 t^4-6 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.50243,8,1-3 t-6 t^2-3 t^3-t^4-3 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.50264,10,1-2 t-7 t^2-14 t^3-18 t^4-20 t^5-18 t^6-14 t^7-7 t^8-2 t^9+t^10
5,undetermined,4.5036,8,1-4 t-t^2-5 t^3-2 t^4-5 t^5-t^6-4 t^7+t^8
5,undetermined,4.50368,8,1-5 t+2 t^2+t^3+t^5+2 t^6-5 t^7+t^8
5,undetermined,4.50394,8,1-5 t+3 t^2-5 t^3+8 t^4-5 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.50498,10,1-2 t-8 t^2-11 t^3-13 t^4-15 t^5-13 t^6-11 t^7-8 t^8-2 t^9+t^10
5,undetermined,4.50512,8,1-4 t-2 t^2-2 t^3+4 t^4-2 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.50536,10,1-5 t+4 t^2-9 t^3+7 t^4-12 t^5+7 t^6-9 t^7+4 t^8-5 t^9+t^10
5,undetermined,4.50556,8,1-3 t-4 t^2-10 t^3-9 t^4-10 t^5-4 t^6-3 t^7+t^8
5,undetermined,4.50628,8,1-6 t+8 t^2-7 t^3+7 t^4-7 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.50647,8,1-6 t+9 t^2-13 t^3+15 t^4-13 t^5+9 t^6-6 t^7+t^8
5,undetermined,4.50706,8,1-5 t+2 t^2+2 t^3-5 t^4+2 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.50718,8,1-5 t+3 t^2-4 t^3+3 t^4-4 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.50776,8,1-4 t-2 t^2-t^3-t^4-t^5-2 t^6-4 t^7+t^8
5,undetermined,4.50836,10,1-2 t-10 t^2-9 t^3+9 t^4+21 t^5+9 t^6-9 t^7-10 t^8-2 t^9+t^10
5,undetermined,4.50886,8,1-3 t-5 t^2-6 t^3-8 t^4-6 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.5096,8,1-4 t-3 t^2+2 t^3+5 t^4+2 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.51034,4,1-6 t+8 t^2-6 t^3+t^4
5,undetermined,4.51161,10,1-5 t+2 t^2+t^3-t^4+3 t^5-t^6+t^7+2 t^8-5 t^9+t^10
5,undetermined,4.512,10,1-3 t-5 t^2-6 t^3-8 t^4-7 t^5-8 t^6-6 t^7-5 t^8-3 t^9+t^10
5,undetermined,4.51234,10,1-5 t+2 t^2+t^3-2 t^5+t^7+2 t^8-5 t^9+t^10
5,undetermined,4.51266,10,1-4 t-4 t^2+8 t^3+t^4-13 t^5+t^6+8 t^7-4 t^8-4 t^9+t^10
5,undetermined,4.51279,6,1-3 t-5 t^2-7 t^3-5 t^4-3 t^5+t^6
5,undetermined,4.51321,10,1-5 t+t^2+6 t^3-2 t^4-3 t^5-2 t^6+6 t^7+t^8-5 t^9+t^10
5,undetermined,4.51381,10,1-6 t+7 t^2-8 t^4+11 t^5-8 t^6+7 t^8-6 t^9+t^10
5,undetermined,4.51438,8,1-3 t-5 t^2-7 t^3-4 t^4-7 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.51464,10,1-3 t-7 t^2-t^3+6 t^4+7 t^5+6 t^6-t^7-7 t^8-3 t^9+t^10
5,undetermined,4.51483,8,1-4 t-2 t^2-2 t^3+3 t^4-2 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.51501,10,1-4 t-2 t^2-t^3-2 t^4-2 t^6-t^7-2 t^8-4 t^9+t^10
5,undetermined,4.51583,8,1-5 t+3 t^2-5 t^3+7 t^4-5 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.51606,8,1-5 t+2 t^2+t^3-t^4+t^5+2 t^6-5 t^7+t^8
5,undetermined,4.51635,8,1-3 t-5 t^2-6 t^3-9 t^4-6 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.51712,8,1-4 t-3 t^2+t^3+9 t^4+t^5-3 t^6-4 t^7+t^8
5,undetermined,4.51735,8,1-4 t-2 t^2-t^3-2 t^4-t^5-2 t^6-4 t^7+t^8
5,undetermined,4.51889,8,1-5 t+3 t^2-4 t^3+2 t^4-4 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.51923,8,1-5 t+2 t^2+2 t^3-6 t^4+2 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.51953,8,1-4 t-t^2-6 t^3+t^4-6 t^5-t^6-4 t^7+t^8
5,undetermined,4.51977,8,1-4 t-3 t^2+2 t^3+4 t^4+2 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.52024,8,1-2 t-8 t^2-12 t^3-12 t^4-12 t^5-8 t^6-2 t^7+t^8
5,undetermined,4.52079,8,1-6 t+9 t^2-13 t^3+14 t^4-13 t^5+9 t^6-6 t^7+t^8
5,undetermined,4.52082,10,1-6 t+7 t^2-t^3-2 t^4+t^5-2 t^6-t^7+7 t^8-6 t^9+t^10
5,undetermined,4.5213,8,1-6 t+8 t^2-7 t^3+6 t^4-7 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.52145,8,1-5 t+4 t^2-9 t^3+5 t^4-9 t^5+4 t^6-5 t^7+t^8
5,undetermined,4.52187,6,1-4 t-2 t^2-t^3-2 t^4-4 t^5+t^6
5,undetermined,4.52189,10,1-4 t-2 t^2-2 t^3+t^4+3 t^5+t^6-2 t^7-2 t^8-4 t^9+t^10
5,undetermined,4.52247,10,1-4 t-3 t^2+2 t^3+4 t^4-t^5+4 t^6+2 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.5235,10,1-4 t-3 t^2+3 t^3-3 t^5+3 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.52377,6,1-5 t+4 t^2-9 t^3+4 t^4-5 t^5+t^6
5,undetermined,4.52418,10,1-4 t-4 t^2+7 t^3+3 t^4-7 t^5+3 t^6+7 t^7-4 t^8-4 t^9+t^10
5,undetermined,4.52442,8,1-4 t-2 t^2-2 t^3+2 t^4-2 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.52515,8,1-5 t+2 t^2+3 t^4+2 t^6-5 t^7+t^8
5,undetermined,4.52598,10,1-6 t+8 t^2-7 t^3+6 t^4-8 t^5+6 t^6-7 t^7+8 t^8-6 t^9+t^10
5,undetermined,4.52634,8,1-2 t-8 t^2-12 t^3-13 t^4-12 t^5-8 t^6-2 t^7+t^8
5,undetermined,4.52643,10,1-4 t-t^2-6 t^3-5 t^5-6 t^7-t^8-4 t^9+t^10
5,undetermined,4.52646,10,1-5 t+2 t^2+t^3-3 t^4+7 t^5-3 t^6+t^7+2 t^8-5 t^9+t^10
5,undetermined,4.52682,8,1-4 t-2 t^2-t^3-3 t^4-t^5-2 t^6-4 t^7+t^8
5,undetermined,4.52728,8,1-4 t-3 t^2+t^3+8 t^4+t^5-3 t^6-4 t^7+t^8
5,undetermined,4.52753,8,1-5 t+3 t^2-5 t^3+6 t^4-5 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.52788,10,1-6 t+7 t^2-2 t^3+4 t^4-9 t^5+4 t^6-2 t^7+7 t^8-6 t^9+t^10
5,undetermined,4.52822,8,1-5 t+2 t^2+t^3-2 t^4+t^5+2 t^6-5 t^7+t^8
5,undetermined,4.52861,8,1-4 t-t^2-6 t^3-6 t^5-t^6-4 t^7+t^8
5,undetermined,4.52925,10,1-3 t-6 t^2-4 t^3-t^4+t^5-t^6-4 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.5293,8,1-3 t-5 t^2-7 t^3-6 t^4-7 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.52943,8,1-7 t+14 t^2-15 t^3+13 t^4-15 t^5+14 t^6-7 t^7+t^8
5,undetermined,4.52979,8,1-4 t-3 t^2+2 t^3+3 t^4+2 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.52995,10,1-2 t-8 t^2-12 t^3-13 t^4-13 t^5-13 t^6-12 t^7-8 t^8-2 t^9+t^10
5,undetermined,4.53042,8,1-5 t+3 t^2-4 t^3+t^4-4 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.53076,10,1-5 t+3 t^2-4 t^3+t^5-4 t^7+3 t^8-5 t^9+t^10
5,undetermined,4.53085,8,1-4 t-t^2-5 t^3-5 t^4-5 t^5-t^6-4 t^7+t^8
5,undetermined,4.53121,8,1-5 t+2 t^2+2 t^3-7 t^4+2 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.53152,10,1-3 t-6 t^2-5 t^3+2 t^4+6 t^5+2 t^6-5 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.53172,8,1-3 t-6 t^2-4 t^3-4 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.53189,10,1-6 t+8 t^2-8 t^3+11 t^4-13 t^5+11 t^6-8 t^7+8 t^8-6 t^9+t^10
5,undetermined,4.53198,10,1-5 t+2 t^2+3 t^4-3 t^5+3 t^6+2 t^8-5 t^9+t^10
5,undetermined,4.5324,6,1-4 t-t^2-6 t^3-t^4-4 t^5+t^6
5,undetermined,4.53311,10,1-4 t-2 t^2-3 t^3+4 t^4+4 t^5+4 t^6-3 t^7-2 t^8-4 t^9+t^10
5,undetermined,4.53334,10,1-3 t-5 t^2-7 t^3-6 t^4-9 t^5-6 t^6-7 t^7-5 t^8-3 t^9+t^10
5,undetermined,4.53345,10,1-t-9 t^2-22 t^3-34 t^4-39 t^5-34 t^6-22 t^7-9 t^8-t^9+t^10
5,undetermined,4.5339,8,1-4 t-2 t^2-2 t^3+t^4-2 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.53438,8,1-3 t-7 t^2-t^3+6 t^4-t^5-7 t^6-3 t^7+t^8
5,undetermined,4.53444,10,1-5 t+2 t^2+t^3-3 t^4+4 t^5-3 t^6+t^7+2 t^8-5 t^9+t^10
5,undetermined,4.5346,10,1-4 t-3 t^2+2 t^3+2 t^4+3 t^5+2 t^6+2 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.53482,8,1-6 t+9 t^2-13 t^3+13 t^4-13 t^5+9 t^6-6 t^7+t^8
5,undetermined,4.53601,8,1-6 t+8 t^2-7 t^3+5 t^4-7 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.53619,8,1-4 t-2 t^2-t^3-4 t^4-t^5-2 t^6-4 t^7+t^8
5,undetermined,4.53634,10,1-7 t+15 t^2-22 t^3+26 t^4-27 t^5+26 t^6-22 t^7+15 t^8-7 t^9+t^10
5,undetermined,4.53666,8,1-3 t-5 t^2-7 t^3-7 t^4-7 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.53731,6,1-5 t+t^2+5 t^3+t^4-5 t^5+t^6
5,undetermined,4.5376,8,1-4 t-t^2-6 t^3-t^4-6 t^5-t^6-4 t^7+t^8
5,undetermined,4.53906,8,1-5 t+3 t^2-5 t^3+5 t^4-5 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.53909,10,1-3 t-7 t^2-t^3+4 t^4+3 t^5+4 t^6-t^7-7 t^8-3 t^9+t^10
5,undetermined,4.53941,8,1-3 t-6 t^2-4 t^3-t^4-4 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.53947,8,1-3 t-4 t^2-11 t^3-9 t^4-11 t^5-4 t^6-3 t^7+t^8
5,undetermined,4.53969,8,1-4 t-3 t^2+2 t^3+2 t^4+2 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.54019,8,1-5 t+2 t^2+t^3-3 t^4+t^5+2 t^6-5 t^7+t^8
5,undetermined,4.54112,10,1-4 t-3 t^2+2 t^3+2 t^4+2 t^6+2 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.54168,8,1-7 t+15 t^2-22 t^3+25 t^4-22 t^5+15 t^6-7 t^7+t^8
5,undetermined,4.54177,8,1-5 t+3 t^2-4 t^3-4 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.54224,10,1-3 t-5 t^2-7 t^3-8 t^4-5 t^5-8 t^6-7 t^7-5 t^8-3 t^9+t^10
5,undetermined,4.54243,8,1-3 t-7 t^2-t^3+5 t^4-t^5-7 t^6-3 t^7+t^8
5,undetermined,4.54293,10,1-6 t+8 t^2-7 t^3+3 t^4+t^5+3 t^6-7 t^7+8 t^8-6 t^9+t^10
5,undetermined,4.54299,8,1-5 t+2 t^2+2 t^3-8 t^4+2 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.54326,8,1-4 t-2 t^2-2 t^3-2 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.54397,8,1-3 t-5 t^2-7 t^3-8 t^4-7 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.54455,10,1-4 t-3 t^2+3 t^3-t^4-8 t^5-t^6+3 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.54544,8,1-4 t-2 t^2-t^3-5 t^4-t^5-2 t^6-4 t^7+t^8
5,undetermined,4.54649,6,1-3 t-5 t^2-8 t^3-5 t^4-3 t^5+t^6
5,undetermined,4.54704,8,1-3 t-6 t^2-4 t^3-2 t^4-4 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.54707,8,1-6 t+8 t^2-8 t^3+9 t^4-8 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.5472,8,1-4 t-3 t^2+t^3+6 t^4+t^5-3 t^6-4 t^7+t^8
5,undetermined,4.54749,10,1-5 t+2 t^2+t^3-3 t^4-t^5-3 t^6+t^7+2 t^8-5 t^9+t^10
5,undetermined,4.54826,10,1-3 t-7 t^2-2 t^3+6 t^4+9 t^5+6 t^6-2 t^7-7 t^8-3 t^9+t^10
5,undetermined,4.54857,10,1-4 t-2 t^2-4 t^3+7 t^4+3 t^5+7 t^6-4 t^7-2 t^8-4 t^9+t^10
5,undetermined,4.54858,8,1-6 t+9 t^2-13 t^3+12 t^4-13 t^5+9 t^6-6 t^7+t^8
5,undetermined,4.549,10,1-5 t+3 t^2-6 t^3+8 t^4-3 t^5+8 t^6-6 t^7+3 t^8-5 t^9+t^10
5,undetermined,4.54926,8,1-5 t+2 t^2+t^4+2 t^6-5 t^7+t^8
5,undetermined,4.54947,8,1-4 t-3 t^2+2 t^3+t^4+2 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.54977,10,1-5 t+t^2+5 t^3-5 t^5+5 t^7+t^8-5 t^9+t^10
5,undetermined,4.5504,6,1-5 t+2 t^2+2 t^4-5 t^5+t^6
5,undetermined,4.55059,10,1-4 t-2 t^2-t^3-5 t^4-3 t^5-5 t^6-t^7-2 t^8-4 t^9+t^10
5,undetermined,4.55121,8,1-3 t-5 t^2-7 t^3-9 t^4-7 t^5-5 t^6-3 t^7+t^8
5,undetermined,4.55144,8,1-5 t+4 t^2-10 t^3+7 t^4-10 t^5+4 t^6-5 t^7+t^8
5,undetermined,4.55177,10,1-2 t-9 t^2-11 t^3-4 t^4+t^5-4 t^6-11 t^7-9 t^8-2 t^9+t^10
5,undetermined,4.55196,8,1-5 t+2 t^2+t^3-4 t^4+t^5+2 t^6-5 t^7+t^8
5,undetermined,4.5524,8,1-6 t+7 t^2-t^3-4 t^4-t^5+7 t^6-6 t^7+t^8
5,undetermined,4.55252,8,1-4 t-2 t^2-2 t^3-t^4-2 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.55296,8,1-5 t+3 t^2-4 t^3-t^4-4 t^5+3 t^6-5 t^7+t^8
