s0_level,global_index,value,degree,minimal_polynomial
5,undetermined,4.79259,10,1-3 t-7 t^2-6 t^3-6 t^4-7 t^5-6 t^6-6 t^7-7 t^8-3 t^9+t^10
5,undetermined,4.79267,10,1-3 t-8 t^2-5 t^3+7 t^4+15 t^5+7 t^6-5 t^7-8 t^8-3 t^9+t^10
5,undetermined,4.79286,10,1-4 t-3 t^2-3 t^3-4 t^4+t^5-4 t^6-3 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.79291,10,1-4 t-4 t^2+2 t^3-3 t^4-9 t^5-3 t^6+2 t^7-4 t^8-4 t^9+t^10
5,undetermined,4.79295,10,1-4 t-4 t^2+3 t^4+7 t^5+3 t^6-4 t^8-4 t^9+t^10
5,undetermined,4.793,10,1-4 t-5 t^2+5 t^3+4 t^4-3 t^5+4 t^6+5 t^7-5 t^8-4 t^9+t^10
5,undetermined,4.79318,10,1-5 t+2 t^2-5 t^3+2 t^4-6 t^5+2 t^6-5 t^7+2 t^8-5 t^9+t^10
5,undetermined,4.79328,10,1-5 t+t^2-2 t^4+9 t^5-2 t^6+t^8-5 t^9+t^10
5,undetermined,4.79336,10,1-5 t+5 t^3-t^4-t^5-t^6+5 t^7-5 t^9+t^10
5,undetermined,4.79345,10,1-5 t-t^2+10 t^3-11 t^5+10 t^7-t^8-5 t^9+t^10
5,undetermined,4.79377,10,1-6 t+6 t^2-7 t^4+11 t^5-7 t^6+6 t^8-6 t^9+t^10
5,undetermined,4.7939,10,1-6 t+5 t^2+5 t^3-6 t^4+t^5-6 t^6+5 t^7+5 t^8-6 t^9+t^10
5,undetermined,4.79418,10,1-7 t+14 t^2-21 t^3+27 t^4-29 t^5+27 t^6-21 t^7+14 t^8-7 t^9+t^10
5,undetermined,4.79439,10,1-7 t+12 t^2-5 t^3-13 t^4+23 t^5-13 t^6-5 t^7+12 t^8-7 t^9+t^10
5,undetermined,4.79728,8,1-3 t-6 t^2-10 t^3-10 t^4-10 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.79782,10,1-4 t-4 t^2+t^3-4 t^5+t^7-4 t^8-4 t^9+t^10
5,undetermined,4.79789,10,1-4 t-4 t^2+3 t^4+4 t^5+3 t^6-4 t^8-4 t^9+t^10
5,undetermined,4.79852,8,1-4 t-2 t^2-8 t^3-2 t^4-8 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.79878,8,1-4 t-3 t^2-3 t^3-4 t^4-3 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.79883,8,1-4 t-3 t^2-4 t^3+t^4-4 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.79917,8,1-4 t-4 t^2+4 t^4-4 t^6-4 t^7+t^8
5,undetermined,4.7992,10,1-5 t+t^2-2 t^4+6 t^5-2 t^6+t^8-5 t^9+t^10
5,undetermined,4.79926,10,1-5 t+t^2-t^3+4 t^4-t^5+4 t^6-t^7+t^8-5 t^9+t^10
5,undetermined,4.79953,10,1-5 t+5 t^3-t^4-4 t^5-t^6+5 t^7-5 t^9+t^10
5,undetermined,4.79996,8,1-5 t+3 t^2-10 t^3+3 t^4-10 t^5+3 t^6-5 t^7+t^8
5,undetermined,4.80033,8,1-5 t+2 t^2-5 t^3+t^4-5 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.80041,8,1-5 t+2 t^2-6 t^3+6 t^4-6 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.80065,8,1-5 t+t^2+t^3-6 t^4+t^5+t^6-5 t^7+t^8
5,undetermined,4.80074,8,1-5 t+t^2-t^4+t^6-5 t^7+t^8
5,undetermined,4.80082,8,1-5 t+t^2-t^3+4 t^4-t^5+t^6-5 t^7+t^8
5,undetermined,4.80091,8,1-5 t+t^2-2 t^3+9 t^4-2 t^5+t^6-5 t^7+t^8
5,undetermined,4.80116,10,1-6 t+6 t^2-7 t^4+8 t^5-7 t^6+6 t^8-6 t^9+t^10
5,undetermined,4.80125,10,1-6 t+6 t^2-t^3-t^4+t^5-t^6-t^7+6 t^8-6 t^9+t^10
5,undetermined,4.80222,8,1-6 t+8 t^2-13 t^3+13 t^4-13 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.80269,8,1-6 t+7 t^2-7 t^3+6 t^4-7 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.80281,8,1-6 t+7 t^2-8 t^3+11 t^4-8 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.80307,8,1-6 t+6 t^2-6 t^4+6 t^6-6 t^7+t^8
5,undetermined,4.80321,8,1-6 t+6 t^2-t^3-t^4-t^5+6 t^6-6 t^7+t^8
5,undetermined,4.80323,8,1-3 t-6 t^2-10 t^3-11 t^4-10 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.80374,10,1-7 t+12 t^2-6 t^3-7 t^4+13 t^5-7 t^6-6 t^7+12 t^8-7 t^9+t^10
5,undetermined,4.80509,8,1-7 t+14 t^2-21 t^3+25 t^4-21 t^5+14 t^6-7 t^7+t^8
5,undetermined,4.80566,8,1-7 t+13 t^2-14 t^3+13 t^4-14 t^5+13 t^6-7 t^7+t^8
5,undetermined,4.80569,8,1-4 t-2 t^2-8 t^3-3 t^4-8 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.80605,10,1-4 t-4 t^2+3 t^4-t^5+3 t^6-4 t^8-4 t^9+t^10
5,undetermined,4.8062,8,1-4 t-3 t^2-3 t^3-5 t^4-3 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.80631,8,1-4 t-3 t^2-4 t^3-4 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.80698,8,1-4 t-4 t^2+3 t^4-4 t^6-4 t^7+t^8
5,undetermined,4.80849,8,1-8 t+21 t^2-34 t^3+39 t^4-34 t^5+21 t^6-8 t^7+t^8
5,undetermined,4.80877,10,1-6 t+6 t^2-2 t^3+5 t^4-9 t^5+5 t^6-2 t^7+6 t^8-6 t^9+t^10
5,undetermined,4.80895,10,1-5 t+t^2-2 t^4+t^5-2 t^6+t^8-5 t^9+t^10
5,undetermined,4.80914,8,1-3 t-6 t^2-10 t^3-12 t^4-10 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.80927,8,1-5 t+2 t^2-5 t^3-5 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.80988,8,1-3 t-7 t^2-7 t^3-4 t^4-7 t^5-7 t^6-3 t^7+t^8
5,undetermined,4.80991,8,1-5 t+t^2+t^3-7 t^4+t^5+t^6-5 t^7+t^8
5,undetermined,4.81007,8,1-5 t+t^2-2 t^4+t^6-5 t^7+t^8
5,undetermined,4.81024,8,1-5 t+t^2-t^3+3 t^4-t^5+t^6-5 t^7+t^8
5,undetermined,4.81041,8,1-5 t+t^2-2 t^3+8 t^4-2 t^5+t^6-5 t^7+t^8
5,undetermined,4.81176,10,1-3 t-8 t^2-5 t^3+5 t^4+11 t^5+5 t^6-5 t^7-8 t^8-3 t^9+t^10
5,undetermined,4.81281,8,1-4 t-2 t^2-8 t^3-4 t^4-8 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.81299,8,1-6 t+8 t^2-13 t^3+12 t^4-13 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.81356,8,1-4 t-3 t^2-3 t^3-6 t^4-3 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.81372,8,1-4 t-3 t^2-4 t^3-t^4-4 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.81392,8,1-6 t+7 t^2-7 t^3+5 t^4-7 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.81416,8,1-6 t+7 t^2-8 t^3+10 t^4-8 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.81472,8,1-4 t-4 t^2+2 t^4-4 t^6-4 t^7+t^8
5,undetermined,4.81493,8,1-6 t+6 t^2-t^3-2 t^4-t^5+6 t^6-6 t^7+t^8
5,undetermined,4.81502,8,1-3 t-6 t^2-10 t^3-13 t^4-10 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.81577,10,1-4 t-4 t^2+t^4+3 t^5+t^6-4 t^8-4 t^9+t^10
5,undetermined,4.81599,6,1-2 t-10 t^2-15 t^3-10 t^4-2 t^5+t^6
5,undetermined,4.81625,10,1-4 t-3 t^2-4 t^3-2 t^4-t^5-2 t^6-4 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.81647,10,1-4 t-3 t^2-5 t^3+2 t^4+2 t^5+2 t^6-5 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.81659,10,1-4 t-5 t^2+5 t^3+2 t^4-7 t^5+2 t^6+5 t^7-5 t^8-4 t^9+t^10
5,undetermined,4.81761,10,1-4 t-4 t^2-t^3+5 t^4+5 t^5+5 t^6-t^7-4 t^8-4 t^9+t^10
5,undetermined,4.81812,8,1-5 t+2 t^2-5 t^3-t^4-5 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.81834,8,1-5 t+2 t^2-6 t^3+4 t^4-6 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.81863,8,1-7 t+14 t^2-21 t^3+24 t^4-21 t^5+14 t^6-7 t^7+t^8
5,undetermined,4.81906,8,1-5 t+t^2+t^3-8 t^4+t^5+t^6-5 t^7+t^8
5,undetermined,4.8193,8,1-5 t+t^2-3 t^4+t^6-5 t^7+t^8
5,undetermined,4.81955,8,1-5 t+t^2-t^3+2 t^4-t^5+t^6-5 t^7+t^8
5,undetermined,4.81961,10,1-3 t-7 t^2-7 t^3-6 t^4-5 t^5-6 t^6-7 t^7-7 t^8-3 t^9+t^10
5,undetermined,4.81974,8,1-7 t+13 t^2-14 t^3+12 t^4-14 t^5+13 t^6-7 t^7+t^8
5,undetermined,4.8198,8,1-5 t+t^2-2 t^3+7 t^4-2 t^5+t^6-5 t^7+t^8
5,undetermined,4.81986,8,1-4 t-2 t^2-8 t^3-5 t^4-8 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.82054,10,1-5 t+t^2-4 t^4+5 t^5-4 t^6+t^8-5 t^9+t^10
5,undetermined,4.82107,8,1-4 t-3 t^2-4 t^3-2 t^4-4 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.82207,8,1-3 t-7 t^2-7 t^3-6 t^4-7 t^5-7 t^6-3 t^7+t^8
5,undetermined,4.82238,8,1-4 t-4 t^2+t^4-4 t^6-4 t^7+t^8
5,undetermined,4.82261,8,1-4 t-4 t^2-t^3+6 t^4-t^5-4 t^6-4 t^7+t^8
5,undetermined,4.82273,10,1-5 t+t^2-t^3+t^4+2 t^5+t^6-t^7+t^8-5 t^9+t^10
5,undetermined,4.82278,10,1-5 t+t^2-t^3+7 t^5-t^7+t^8-5 t^9+t^10
5,undetermined,4.82338,8,1-3 t-8 t^2-4 t^3+2 t^4-4 t^5-8 t^6-3 t^7+t^8
5,undetermined,4.82362,8,1-6 t+8 t^2-13 t^3+11 t^4-13 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.824,10,1-5 t+4 t^3+2 t^4-8 t^5+2 t^6+4 t^7-5 t^9+t^10
5,undetermined,4.82406,8,1-4 t-5 t^2+3 t^3+9 t^4+3 t^5-5 t^6-4 t^7+t^8
5,undetermined,4.82499,8,1-6 t+7 t^2-7 t^3+4 t^4-7 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.82535,8,1-6 t+7 t^2-8 t^3+9 t^4-8 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.82571,6,1-4 t-2 t^2-9 t^3-2 t^4-4 t^5+t^6
5,undetermined,4.82648,8,1-6 t+6 t^2-t^3-3 t^4-t^5+6 t^6-6 t^7+t^8
5,undetermined,4.82655,10,1-4 t-4 t^2+t^3-3 t^4-7 t^5-3 t^6+t^7-4 t^8-4 t^9+t^10
5,undetermined,4.82687,6,1-4 t-3 t^2-4 t^3-3 t^4-4 t^5+t^6
5,undetermined,4.82717,8,1-5 t+2 t^2-6 t^3+3 t^4-6 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.8273,10,1-4 t-4 t^2-t^3+3 t^4+9 t^5+3 t^6-t^7-4 t^8-4 t^9+t^10
5,undetermined,4.8281,6,1-4 t-4 t^2+t^3-4 t^4-4 t^5+t^6
5,undetermined,4.82836,8,1-4 t-3 t^2-4 t^3-3 t^4-4 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.82842,8,1-5 t+t^2-4 t^4+t^6-5 t^7+t^8
5,undetermined,4.82851,10,1-4 t-5 t^2+4 t^3+4 t^4-t^5+4 t^6+4 t^7-5 t^8-4 t^9+t^10
5,undetermined,4.82875,8,1-5 t+t^2-t^3+t^4-t^5+t^6-5 t^7+t^8
5,undetermined,4.82908,8,1-5 t+t^2-2 t^3+6 t^4-2 t^5+t^6-5 t^7+t^8
5,undetermined,4.82966,8,1-3 t-8 t^2-4 t^3+t^4-4 t^5-8 t^6-3 t^7+t^8
5,undetermined,4.82998,8,1-4 t-4 t^2-4 t^6-4 t^7+t^8
5,undetermined,4.83026,8,1-4 t-4 t^2-t^3+5 t^4-t^5-4 t^6-4 t^7+t^8
5,undetermined,4.83039,10,1-6 t+6 t^2-t^3-4 t^4+4 t^5-4 t^6-t^7+6 t^8-6 t^9+t^10
5,undetermined,4.83048,8,1-5 t+4 t^3-t^4+4 t^5-5 t^7+t^8
5,undetermined,4.83091,10,1-5 t+2 t^2-7 t^3+7 t^4-5 t^5+7 t^6-7 t^7+2 t^8-5 t^9+t^10
5,undetermined,4.83163,10,1-4 t-4 t^2-2 t^5-4 t^8-4 t^9+t^10
5,undetermined,4.83192,8,1-7 t+14 t^2-21 t^3+23 t^4-21 t^5+14 t^6-7 t^7+t^8
5,undetermined,4.83206,8,1-4 t-5 t^2+3 t^3+8 t^4+3 t^5-5 t^6-4 t^7+t^8
5,undetermined,4.83237,10,1-5 t+2 t^2-6 t^3+2 t^4-4 t^5+2 t^6-6 t^7+2 t^8-5 t^9+t^10
5,undetermined,4.83247,10,1-6 t+5 t^2+4 t^3-4 t^4-t^5-4 t^6+4 t^7+5 t^8-6 t^9+t^10
5,undetermined,4.8341,6,1-5 t+2 t^2-6 t^3+2 t^4-5 t^5+t^6
5,undetermined,4.83509,10,1-2 t-9 t^2-17 t^3-22 t^4-23 t^5-22 t^6-17 t^7-9 t^8-2 t^9+t^10
5,undetermined,4.83529,8,1-4 t-3 t^2-3 t^3-9 t^4-3 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.83559,8,1-4 t-3 t^2-4 t^3-4 t^4-4 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.8359,6,1-5 t+t^2-t^3+t^4-5 t^5+t^6
5,undetermined,4.83606,10,1-5 t+4 t^3-t^4+t^5-t^6+4 t^7-5 t^9+t^10
5,undetermined,4.83636,8,1-6 t+7 t^2-8 t^3+8 t^4-8 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.83684,8,1-6 t+7 t^2-9 t^3+13 t^4-9 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.83745,8,1-5 t+t^2-5 t^4+t^6-5 t^7+t^8
5,undetermined,4.83751,8,1-4 t-4 t^2-t^4-4 t^6-4 t^7+t^8
5,undetermined,4.83784,6,1-5 t+4 t^3-5 t^5+t^6
5,undetermined,4.83794,10,1-5 t-t^2+9 t^3-9 t^5+9 t^7-t^8-5 t^9+t^10
5,undetermined,4.83825,8,1-5 t+t^2-2 t^3+5 t^4-2 t^5+t^6-5 t^7+t^8
5,undetermined,4.83835,8,1-6 t+6 t^2-2 t^3+t^4-2 t^5+6 t^6-6 t^7+t^8
5,undetermined,4.83844,8,1-3 t-6 t^2-11 t^3-12 t^4-11 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.83874,10,1-7 t+13 t^2-15 t^3+16 t^4-17 t^5+16 t^6-15 t^7+13 t^8-7 t^9+t^10
5,undetermined,4.83936,10,1-5 t+t^2-5 t^4-5 t^6+t^8-5 t^9+t^10
5,undetermined,4.83997,6,1-5 t-t^2+9 t^3-t^4-5 t^5+t^6
5,undetermined,4.84008,10,1-6 t+7 t^2-7 t^3+2 t^4-3 t^5+2 t^6-7 t^7+7 t^8-6 t^9+t^10
5,undetermined,4.84032,10,1-5 t+t^2-2 t^3+4 t^4+t^5+4 t^6-2 t^7+t^8-5 t^9+t^10
5,undetermined,4.84104,8,1-4 t-2 t^2-9 t^3-3 t^4-9 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.84191,10,1-5 t+4 t^3-t^4-2 t^5-t^6+4 t^7-5 t^9+t^10
5,undetermined,4.84241,6,1-6 t+8 t^2-13 t^3+8 t^4-6 t^5+t^6
5,undetermined,4.84276,8,1-4 t-3 t^2-4 t^3-5 t^4-4 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.84285,10,1-6 t+7 t^2-8 t^3+7 t^4-6 t^5+7 t^6-8 t^7+7 t^8-6 t^9+t^10
5,undetermined,4.84401,10,1-5 t-t^2+9 t^3-12 t^5+9 t^7-t^8-5 t^9+t^10
5,undetermined,4.84417,8,1-3 t-6 t^2-11 t^3-13 t^4-11 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.84453,8,1-5 t+2 t^2-6 t^3+t^4-6 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.84473,10,1-6 t+6 t^2-t^3-7 t^4+13 t^5-7 t^6-t^7+6 t^8-6 t^9+t^10
5,undetermined,4.84511,8,1-2 t-9 t^2-18 t^3-21 t^4-18 t^5-9 t^6-2 t^7+t^8
5,undetermined,4.84536,8,1-4 t-4 t^2-t^3+3 t^4-t^5-4 t^6-4 t^7+t^8
5,undetermined,4.8462,10,1-3 t-7 t^2-8 t^3-6 t^4-3 t^5-6 t^6-8 t^7-7 t^8-3 t^9+t^10
5,undetermined,4.84629,8,1-3 t-7 t^2-8 t^3-5 t^4-8 t^5-7 t^6-3 t^7+t^8
5,undetermined,4.84637,8,1-5 t+t^2-6 t^4+t^6-5 t^7+t^8
5,undetermined,4.84684,8,1-5 t+t^2-t^3-t^4-t^5+t^6-5 t^7+t^8
5,undetermined,4.84722,8,1-6 t+7 t^2-8 t^3+7 t^4-8 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.84732,8,1-5 t+t^2-2 t^3+4 t^4-2 t^5+t^6-5 t^7+t^8
5,undetermined,4.8474,10,1-6 t+5 t^2+4 t^3-6 t^4+3 t^5-6 t^6+4 t^7+5 t^8-6 t^9+t^10
5,undetermined,4.84781,6,1-6 t+6 t^2-3 t^3+6 t^4-6 t^5+t^6
5,undetermined,4.84793,8,1-4 t-2 t^2-9 t^3-4 t^4-9 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.84859,10,1-3 t-8 t^2-5 t^3+t^4+3 t^5+t^6-5 t^7-8 t^8-3 t^9+t^10
5,undetermined,4.84924,10,1-5 t+t^2-t^3-2 t^4+3 t^5-2 t^6-t^7+t^8-5 t^9+t^10
5,undetermined,4.84935,8,1-5 t+4 t^3-3 t^4+4 t^5-5 t^7+t^8
5,undetermined,4.84966,8,1-6 t+6 t^2-2 t^3-2 t^5+6 t^6-6 t^7+t^8
5,undetermined,4.84987,6,1-3 t-7 t^2-8 t^3-7 t^4-3 t^5+t^6
5,undetermined,4.85014,8,1-7 t+12 t^2-8 t^3+3 t^4-8 t^5+12 t^6-7 t^7+t^8
5,undetermined,4.85017,10,1-6 t+7 t^2-9 t^3+12 t^4-11 t^5+12 t^6-9 t^7+7 t^8-6 t^9+t^10
5,undetermined,4.85027,8,1-4 t-3 t^2-5 t^3-t^4-5 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.85083,10,1-4 t-3 t^2-4 t^3-6 t^4-4 t^5-6 t^6-4 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.85125,10,1-4 t-5 t^2+4 t^3+2 t^4-5 t^5+2 t^6+4 t^7-5 t^8-4 t^9+t^10
5,undetermined,4.85142,10,1-4 t-4 t^2-2 t^3+5 t^4+7 t^5+5 t^6-2 t^7-4 t^8-4 t^9+t^10
5,undetermined,4.85153,10,1-5 t+4 t^3-t^4-7 t^5-t^6+4 t^7-5 t^9+t^10
5,undetermined,4.85164,8,1-6 t+5 t^2+5 t^3-12 t^4+5 t^5+5 t^6-6 t^7+t^8
5,undetermined,4.85218,10,1-6 t+6 t^2-2 t^3-t^4+3 t^5-t^6-2 t^7+6 t^8-6 t^9+t^10
5,undetermined,4.8522,8,1-3 t-7 t^2-8 t^3-6 t^4-8 t^5-7 t^6-3 t^7+t^8
5,undetermined,4.85281,8,1-4 t-4 t^2-t^3+2 t^4-t^5-4 t^6-4 t^7+t^8
5,undetermined,4.85308,8,1-5 t+2 t^2-6 t^3-6 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.85337,10,1-3 t-6 t^2-11 t^3-13 t^4-17 t^5-13 t^6-11 t^7-6 t^8-3 t^9+t^10
5,undetermined,4.85359,8,1-5 t+2 t^2-7 t^3+5 t^4-7 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.8546,8,1-2 t-9 t^2-18 t^3-23 t^4-18 t^5-9 t^6-2 t^7+t^8
5,undetermined,4.85476,8,1-4 t-2 t^2-9 t^3-5 t^4-9 t^5-2 t^6-4 t^7+t^8
5,undetermined,4.85519,8,1-5 t+t^2-7 t^4+t^6-5 t^7+t^8
5,undetermined,4.85528,8,1-6 t+8 t^2-14 t^3+13 t^4-14 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.85573,8,1-5 t+t^2-t^3-2 t^4-t^5+t^6-5 t^7+t^8
5,undetermined,4.85605,8,1-4 t-5 t^2+2 t^3+10 t^4+2 t^5-5 t^6-4 t^7+t^8
5,undetermined,4.85628,8,1-5 t+t^2-2 t^3+3 t^4-2 t^5+t^6-5 t^7+t^8
5,undetermined,4.85669,8,1-2 t-10 t^2-15 t^3-15 t^4-15 t^5-10 t^6-2 t^7+t^8
5,undetermined,4.85684,8,1-5 t+t^2-3 t^3+8 t^4-3 t^5+t^6-5 t^7+t^8
5,undetermined,4.85737,8,1-4 t-3 t^2-5 t^3-2 t^4-5 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.85793,8,1-6 t+7 t^2-8 t^3+6 t^4-8 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.85808,8,1-3 t-7 t^2-8 t^3-7 t^4-8 t^5-7 t^6-3 t^7+t^8
5,undetermined,4.85861,6,1-7 t+13 t^2-15 t^3+13 t^4-7 t^5+t^6
5,undetermined,4.85876,10,1-4 t-2 t^2-9 t^3-5 t^4-11 t^5-5 t^6-9 t^7-2 t^8-4 t^9+t^10
5,undetermined,4.85921,8,1-5 t+3 t^3+t^4+3 t^5-5 t^7+t^8
5,undetermined,4.85943,10,1-4 t-4 t^2-3 t^4-5 t^5-3 t^6-4 t^8-4 t^9+t^10
5,undetermined,4.85967,10,1-6 t+6 t^2-3 t^3+5 t^4-7 t^5+5 t^6-3 t^7+6 t^8-6 t^9+t^10
5,undetermined,4.86019,8,1-4 t-4 t^2-t^3+t^4-t^5-4 t^6-4 t^7+t^8
5,undetermined,4.86043,10,1-5 t+t^2-t^3-4 t^4+7 t^5-4 t^6-t^7+t^8-5 t^9+t^10
5,undetermined,4.8608,8,1-6 t+6 t^2-2 t^3-t^4-2 t^5+6 t^6-6 t^7+t^8
5,undetermined,4.86125,8,1-7 t+13 t^2-15 t^3+14 t^4-15 t^5+13 t^6-7 t^7+t^8
5,undetermined,4.86154,6,1-4 t-3 t^2-5 t^3-3 t^4-4 t^5+t^6
5,undetermined,4.86173,10,1-2 t-11 t^2-14 t^3-2 t^4+7 t^5-2 t^6-14 t^7-11 t^8-2 t^9+t^10
5,undetermined,4.862,10,1-5 t+t^2-t^3-2 t^4-4 t^5-2 t^6-t^7+t^8-5 t^9+t^10
5,undetermined,4.86211,8,1-5 t+2 t^2-7 t^3+4 t^4-7 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.86287,10,1-5 t+t^2-2 t^3+t^4+4 t^5+t^6-2 t^7+t^8-5 t^9+t^10
5,undetermined,4.86312,10,1-4 t-5 t^2+3 t^3+4 t^4+t^5+4 t^6+3 t^7-5 t^8-4 t^9+t^10
5,undetermined,4.86313,8,1-6 t+5 t^2+5 t^3-13 t^4+5 t^5+5 t^6-6 t^7+t^8
5,undetermined,4.86379,8,1-4 t-5 t^2+2 t^3+9 t^4+2 t^5-5 t^6-4 t^7+t^8
5,undetermined,4.86392,6,1-4 t-4 t^2-4 t^4-4 t^5+t^6
5,undetermined,4.86441,8,1-4 t-3 t^2-5 t^3-3 t^4-5 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.86466,10,1-4 t-4 t^2-t^3-t^7-4 t^8-4 t^9+t^10
5,undetermined,4.86515,8,1-5 t+t^2-2 t^3+2 t^4-2 t^5+t^6-5 t^7+t^8
5,undetermined,4.86542,10,1-4 t-4 t^2-2 t^3+3 t^4+8 t^5+3 t^6-2 t^7-4 t^8-4 t^9+t^10
5,undetermined,4.86545,8,1-6 t+8 t^2-14 t^3+12 t^4-14 t^5+8 t^6-6 t^7+t^8
5,undetermined,4.86568,10,1-5 t+3 t^3+2 t^4-6 t^5+2 t^6+3 t^7-5 t^9+t^10
5,undetermined,4.86578,8,1-5 t+t^2-3 t^3+7 t^4-3 t^5+t^6-5 t^7+t^8
5,undetermined,4.86582,10,1-5 t+3 t^3+t^4-t^5+t^6+3 t^7-5 t^9+t^10
5,undetermined,4.86637,10,1-5 t+t^2-2 t^3+2 t^4-3 t^5+2 t^6-2 t^7+t^8-5 t^9+t^10
5,undetermined,4.86674,10,1-7 t+12 t^2-7 t^3-7 t^4+15 t^5-7 t^6-7 t^7+12 t^8-7 t^9+t^10
5,undetermined,4.8669,8,1-3 t-8 t^2-5 t^3-5 t^5-8 t^6-3 t^7+t^8
5,undetermined,4.86717,8,1-3 t-6 t^2-12 t^3-12 t^4-12 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.86751,8,1-4 t-4 t^2-t^3-t^5-4 t^6-4 t^7+t^8
5,undetermined,4.86845,8,1-5 t+3 t^3+3 t^5-5 t^7+t^8
5,undetermined,4.86884,10,1-4 t-3 t^2-5 t^3-3 t^4-8 t^5-3 t^6-5 t^7-3 t^8-4 t^9+t^10
5,undetermined,4.86886,10,1-5 t-t^2+8 t^3+2 t^4-11 t^5+2 t^6+8 t^7-t^8-5 t^9+t^10
5,undetermined,4.86927,8,1-6 t+7 t^2-9 t^3+10 t^4-9 t^5+7 t^6-6 t^7+t^8
5,undetermined,4.86973,8,1-3 t-7 t^2-8 t^3-9 t^4-8 t^5-7 t^6-3 t^7+t^8
5,undetermined,4.87055,8,1-5 t+2 t^2-7 t^3+3 t^4-7 t^5+2 t^6-5 t^7+t^8
5,undetermined,4.87087,8,1-4 t-3 t^2-4 t^3-9 t^4-4 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.87135,8,1-7 t+14 t^2-22 t^3+25 t^4-22 t^5+14 t^6-7 t^7+t^8
5,undetermined,4.8714,8,1-4 t-3 t^2-5 t^3-4 t^4-5 t^5-3 t^6-4 t^7+t^8
5,undetermined,4.87146,8,1-4 t-5 t^2+2 t^3+8 t^4+2 t^5-5 t^6-4 t^7+t^8
5,undetermined,4.87178,8,1-6 t+6 t^2-2 t^3-2 t^4-2 t^5+6 t^6-6 t^7+t^8
5,undetermined,4.87263,8,1-6 t+6 t^2-3 t^3+3 t^4-3 t^5+6 t^6-6 t^7+t^8
5,undetermined,4.87277,8,1-3 t-6 t^2-12 t^3-13 t^4-12 t^5-6 t^6-3 t^7+t^8
5,undetermined,4.87292,8,1-3 t-8 t^2-5 t^3-t^4-5 t^5-8 t^6-3 t^7+t^8
5,undetermined,4.87296,10,1-4 t-4 t^2-2 t^3+3 t^4+3 t^5+3 t^6-2 t^7-4 t^8-4 t^9+t^10
5,undetermined,4.87324,8,1-5 t+t^2-t^3-4 t^4-t^5+t^6-5 t^7+t^8
