s0_level,index,value,degree,minimal_polynomial
4,1308,3.95453,8,1-4 t+t^2-4 t^3+4 t^4-4 t^5+t^6-4 t^7+t^8
4,1309,3.95511,10,1-6 t+10 t^2-8 t^3+t^4+3 t^5+t^6-8 t^7+10 t^8-6 t^9+t^10
5,1310,3.95522,10,1-5 t+5 t^2-3 t^3-3 t^4+6 t^5-3 t^6-3 t^7+5 t^8-5 t^9+t^10
5,1311,3.95554,8,1-5 t+5 t^2-4 t^3+3 t^4-4 t^5+5 t^6-5 t^7+t^8
5,1312,3.95589,8,1-4 t-t^3+7 t^4-t^5-4 t^7+t^8
5,1313,3.95606,10,1-4 t-2 t^2+9 t^3+t^4-11 t^5+t^6+9 t^7-2 t^8-4 t^9+t^10
5,1314,3.95666,10,1-4 t-t^2+5 t^3-6 t^5+5 t^7-t^8-4 t^9+t^10
5,1315,3.95758,8,1-2 t-5 t^2-8 t^3-9 t^4-8 t^5-5 t^6-2 t^7+t^8
5,1316,3.95915,10,1-3 t-3 t^2-3 t^3-t^4+2 t^5-t^6-3 t^7-3 t^8-3 t^9+t^10
5,1317,3.9599,8,1-5 t+5 t^2-5 t^3+7 t^4-5 t^5+5 t^6-5 t^7+t^8
4,1318,3.9611,8,1-3 t-3 t^2-2 t^3-4 t^4-2 t^5-3 t^6-3 t^7+t^8
5,1319,3.96227,8,1-3 t-2 t^2-6 t^3-3 t^4-6 t^5-2 t^6-3 t^7+t^8
5,1320,3.96374,8,1-3 t-3 t^2-3 t^3-3 t^5-3 t^6-3 t^7+t^8
5,1321,3.96499,10,1-3 t-3 t^2-2 t^3-4 t^4-3 t^5-4 t^6-2 t^7-3 t^8-3 t^9+t^10
4,1322,3.9654,6,1-4 t-t^2+5 t^3-t^4-4 t^5+t^6
5,1323,3.96634,8,1-6 t+10 t^2-9 t^3+7 t^4-9 t^5+10 t^6-6 t^7+t^8
5,1324,3.96659,10,1-5 t+4 t^2+t^3-3 t^4+3 t^5-3 t^6+t^7+4 t^8-5 t^9+t^10
5,1325,3.96665,8,1-4 t+t^2-3 t^3-t^4-3 t^5+t^6-4 t^7+t^8
5,1326,3.96687,8,1-2 t-5 t^2-8 t^3-10 t^4-8 t^5-5 t^6-2 t^7+t^8
5,1327,3.96897,8,1-4 t+2 t^4-4 t^7+t^8
4,1328,3.97,8,1-4 t+t^2-4 t^3+3 t^4-4 t^5+t^6-4 t^7+t^8
4,1329,3.9701,8,1-5 t+4 t^2+t^3-3 t^4+t^5+4 t^6-5 t^7+t^8
5,1330,3.97091,8,1-4 t+2 t^2-8 t^3+4 t^4-8 t^5+2 t^6-4 t^7+t^8
5,1331,3.97101,10,1-4 t+t^4+3 t^5+t^6-4 t^9+t^10
5,1332,3.97263,8,1-4 t-t^3+6 t^4-t^5-4 t^7+t^8
5,1333,3.97283,10,1-4 t+t^2-4 t^3+2 t^4-t^5+2 t^6-4 t^7+t^8-4 t^9+t^10
5,1334,3.97322,8,1-3 t-3 t^2-2 t^3-5 t^4-2 t^5-3 t^6-3 t^7+t^8
5,1335,3.97379,8,1-3 t-2 t^2-6 t^3-4 t^4-6 t^5-2 t^6-3 t^7+t^8
5,1336,3.9742,10,1-4 t+2 t^4-2 t^5+2 t^6-4 t^9+t^10
4,1337,3.97528,10,1-2 t-7 t^2-5 t^3+4 t^4+9 t^5+4 t^6-5 t^7-7 t^8-2 t^9+t^10
5,1338,3.9758,8,1-5 t+5 t^2-4 t^3+2 t^4-4 t^5+5 t^6-5 t^7+t^8
5,1339,3.97594,8,1-3 t-3 t^2-3 t^3-t^4-3 t^5-3 t^6-3 t^7+t^8
5,1340,3.9778,8,1-t-7 t^2-14 t^3-17 t^4-14 t^5-7 t^6-t^7+t^8
5,1341,3.97838,8,1-3 t-4 t^2+2 t^4-4 t^6-3 t^7+t^8
5,1342,3.9789,10,1-5 t+5 t^2-5 t^3+6 t^4-5 t^5+6 t^6-5 t^7+5 t^8-5 t^9+t^10
5,1343,3.9793,8,1-6 t+11 t^2-15 t^3+16 t^4-15 t^5+11 t^6-6 t^7+t^8
4,1344,3.98007,8,1-2 t-6 t^2-6 t^3-4 t^4-6 t^5-6 t^6-2 t^7+t^8
5,1345,3.9804,8,1-5 t+5 t^2-5 t^3+6 t^4-5 t^5+5 t^6-5 t^7+t^8
5,1346,3.98054,10,1-4 t+t^2-3 t^3-2 t^4-2 t^5-2 t^6-3 t^7+t^8-4 t^9+t^10
5,1347,3.98076,8,1-5 t+6 t^2-9 t^3+7 t^4-9 t^5+6 t^6-5 t^7+t^8
5,1348,3.98141,8,1-4 t+t^3-3 t^4+t^5-4 t^7+t^8
5,1349,3.98164,8,1-4 t+t^2-3 t^3-2 t^4-3 t^5+t^6-4 t^7+t^8
5,1350,3.98327,10,1-4 t+t^3-3 t^4+t^5-3 t^6+t^7-4 t^9+t^10
5,1351,3.98362,10,1-3 t-4 t^2+t^4+t^5+t^6-4 t^8-3 t^9+t^10
5,1352,3.98402,10,1-2 t-6 t^2-5 t^3-7 t^4-11 t^5-7 t^6-5 t^7-6 t^8-2 t^9+t^10
5,1353,3.98437,8,1-3 t-5 t^2+2 t^3+9 t^4+2 t^5-5 t^6-3 t^7+t^8
5,1354,3.98514,4,1-4 t+t^2-4 t^3+t^4
5,1355,3.98728,8,1-2 t-5 t^2-9 t^3-8 t^4-9 t^5-5 t^6-2 t^7+t^8
5,1356,3.98795,8,1-3 t-3 t^2-3 t^3-2 t^4-3 t^5-3 t^6-3 t^7+t^8
5,1357,3.98839,10,1-3 t-4 t^2-t^3+3 t^4+7 t^5+3 t^6-t^7-4 t^8-3 t^9+t^10
5,1358,3.98895,8,1-4 t-t^3+5 t^4-t^5-4 t^7+t^8
5,1359,3.98916,10,1-4 t-t^4+7 t^5-t^6-4 t^9+t^10
5,1360,3.98964,8,1-2 t-6 t^2-6 t^3-5 t^4-6 t^5-6 t^6-2 t^7+t^8
5,1361,3.99039,10,1-5 t+4 t^2+t^3-5 t^4+7 t^5-5 t^6+t^7+4 t^8-5 t^9+t^10
5,1362,3.99112,8,1-3 t-4 t^2+t^4-4 t^6-3 t^7+t^8
5,1363,3.99122,8,1-5 t+4 t^2+t^3-4 t^4+t^5+4 t^6-5 t^7+t^8
5,1364,3.99324,10,1-5 t+4 t^2+t^4-3 t^5+t^6+4 t^8-5 t^9+t^10
5,1365,3.99337,10,1-3 t-3 t^2-3 t^3-2 t^4-5 t^5-2 t^6-3 t^7-3 t^8-3 t^9+t^10
5,1366,3.99541,8,1-5 t+5 t^2-4 t^3+t^4-4 t^5+5 t^6-5 t^7+t^8
5,1367,3.99632,6,1-3 t-3 t^2-3 t^3-3 t^4-3 t^5+t^6
5,1368,3.99705,8,1-4 t+t^3-4 t^4+t^5-4 t^7+t^8
5,1369,3.99805,8,1-3 t-5 t^2+2 t^3+8 t^4+2 t^5-5 t^6-3 t^7+t^8
5,1370,3.99831,10,1-2 t-6 t^2-7 t^3-3 t^4-2 t^5-3 t^6-7 t^7-6 t^8-2 t^9+t^10
4,1371,3.99908,6,1-4 t+t^2-4 t^3+t^4-4 t^5+t^6
5,1372,3.99967,10,1-3 t-5 t^2+3 t^3+4 t^4-t^5+4 t^6+3 t^7-5 t^8-3 t^9+t^10
5,1373,3.99977,8,1-3 t-3 t^2-3 t^3-3 t^4-3 t^5-3 t^6-3 t^7+t^8
5,1374,3.99994,8,1-4 t+t^2-4 t^3+t^4-4 t^5+t^6-4 t^7+t^8
5,1375,4.00023,8,1-5 t+5 t^2-5 t^3+5 t^4-5 t^5+5 t^6-5 t^7+t^8
5,1376,4.00091,8,1-4 t-4 t^7+t^8
5,1377,4.00104,10,1-4 t-t^4+4 t^5-t^6-4 t^9+t^10
5,1378,4.00324,10,1-4 t-t^2+4 t^3-t^5+4 t^7-t^8-4 t^9+t^10
5,1379,4.00365,6,1-5 t+5 t^2-5 t^3+5 t^4-5 t^5+t^6
5,1380,4.00461,8,1-2 t-7 t^2-4 t^3+t^4-4 t^5-7 t^6-2 t^7+t^8
4,1381,4.00487,8,1-4 t-t^3+4 t^4-t^5-4 t^7+t^8
5,1382,4.00518,8,1-5 t+5 t^2-6 t^3+9 t^4-6 t^5+5 t^6-5 t^7+t^8
5,1383,4.00526,8,1-2 t-5 t^2-9 t^3-10 t^4-9 t^5-5 t^6-2 t^7+t^8
5,1384,4.00582,10,1-5 t+4 t^2+t^3-5 t^4+4 t^5-5 t^6+t^7+4 t^8-5 t^9+t^10
5,1385,4.00656,10,1-3 t-3 t^2-3 t^3-4 t^4-t^5-4 t^6-3 t^7-3 t^8-3 t^9+t^10
5,1386,4.00682,8,1-3 t-4 t^2-t^3+4 t^4-t^5-4 t^6-3 t^7+t^8
5,1387,4.00912,10,1-5 t+3 t^2+5 t^3-4 t^4-t^5-4 t^6+5 t^7+3 t^8-5 t^9+t^10
5,1388,4.0098,8,1-6 t+11 t^2-16 t^3+19 t^4-16 t^5+11 t^6-6 t^7+t^8
5,1389,4.01019,8,1-3 t-2 t^2-7 t^3-3 t^4-7 t^5-2 t^6-3 t^7+t^8
4,1390,4.01141,8,1-3 t-3 t^2-3 t^3-4 t^4-3 t^5-3 t^6-3 t^7+t^8
5,1391,4.01145,8,1-3 t-5 t^2+2 t^3+7 t^4+2 t^5-5 t^6-3 t^7+t^8
5,1392,4.01164,8,1-5 t+4 t^2+t^3-5 t^4+t^5+4 t^6-5 t^7+t^8
5,1393,4.01233,8,1-4 t+t^3-5 t^4+t^5-4 t^7+t^8
5,1394,4.01258,10,1-3 t-4 t^2-4 t^5-4 t^8-3 t^9+t^10
5,1395,4.01277,8,1-4 t+2 t^2-8 t^3+t^4-8 t^5+2 t^6-4 t^7+t^8
5,1396,4.01411,8,1-2 t-5 t^2-9 t^3-11 t^4-9 t^5-5 t^6-2 t^7+t^8
4,1397,4.01444,6,1-4 t-4 t^5+t^6
5,1398,4.01551,10,1-4 t-t^2+4 t^3-4 t^5+4 t^7-t^8-4 t^9+t^10
5,1399,4.01578,8,1-t-7 t^2-15 t^3-18 t^4-15 t^5-7 t^6-t^7+t^8
5,1400,4.01633,8,1-4 t-t^4-4 t^7+t^8
5,1401,4.01673,10,1-2 t-6 t^2-6 t^3-7 t^4-9 t^5-7 t^6-6 t^7-6 t^8-2 t^9+t^10
5,1402,4.01696,8,1-5 t+4 t^2-t^4+4 t^6-5 t^7+t^8
5,1403,4.01715,8,1-7 t+17 t^2-26 t^3+29 t^4-26 t^5+17 t^6-7 t^7+t^8
5,1404,4.01827,8,1-4 t+t^2-5 t^3+4 t^4-5 t^5+t^6-4 t^7+t^8
5,1405,4.01874,10,1-4 t-2 t^2+8 t^3+t^4-9 t^5+t^6+8 t^7-2 t^8-4 t^9+t^10
4,1406,4.01891,10,1-3 t-4 t^2-2 t^3+5 t^4+5 t^5+5 t^6-2 t^7-4 t^8-3 t^9+t^10
5,1407,4.01922,8,1-3 t-4 t^2-t^3+3 t^4-t^5-4 t^6-3 t^7+t^8
5,1408,4.01945,8,1-5 t+5 t^2-5 t^3+4 t^4-5 t^5+5 t^6-5 t^7+t^8
5,1409,4.02023,10,1-4 t-t^4-t^5-t^6-4 t^9+t^10
5,1410,4.02042,8,1-4 t-t^3+3 t^4-t^5-4 t^7+t^8
5,1411,4.02074,10,1-6 t+10 t^2-10 t^3+9 t^4-9 t^5+9 t^6-10 t^7+10 t^8-6 t^9+t^10
5,1412,4.02113,8,1-3 t-2 t^2-7 t^3-4 t^4-7 t^5-2 t^6-3 t^7+t^8
5,1413,4.02164,8,1-5 t+6 t^2-10 t^3+9 t^4-10 t^5+6 t^6-5 t^7+t^8
5,1414,4.02286,6,1-2 t-6 t^2-7 t^3-6 t^4-2 t^5+t^6
5,1415,4.02333,10,1-3 t-3 t^2-5 t^3+2 t^4+2 t^6-5 t^7-3 t^8-3 t^9+t^10
5,1416,4.0246,6,1-5 t+4 t^2-t^3+4 t^4-5 t^5+t^6
5,1417,4.02598,8,1-3 t-3 t^2-4 t^3-t^4-4 t^5-3 t^6-3 t^7+t^8
5,1418,4.02668,10,1-4 t-t^3+t^4+5 t^5+t^6-t^7-4 t^9+t^10
5,1419,4.02728,8,1-4 t+t^3-6 t^4+t^5-4 t^7+t^8
4,1420,4.02764,10,1-3 t-4 t^2-t^3+t^4+3 t^5+t^6-t^7-4 t^8-3 t^9+t^10
5,1421,4.02865,8,1-4 t+t^2-4 t^3-t^4-4 t^5+t^6-4 t^7+t^8
5,1422,4.0293,8,1-2 t-6 t^2-7 t^3-5 t^4-7 t^5-6 t^6-2 t^7+t^8
5,1423,4.02942,10,1-4 t-t^3+2 t^4+2 t^6-t^7-4 t^9+t^10
4,1424,4.0314,6,1-4 t-t^2+4 t^3-t^4-4 t^5+t^6
5,1425,4.03193,8,1-3 t-2 t^2-7 t^3-5 t^4-7 t^5-2 t^6-3 t^7+t^8
5,1426,4.03258,8,1-4 t+t^2-5 t^3+3 t^4-5 t^5+t^6-4 t^7+t^8
5,1427,4.03347,8,1-6 t+11 t^2-16 t^3+18 t^4-16 t^5+11 t^6-6 t^7+t^8
5,1428,4.03373,10,1-6 t+9 t^2-3 t^3-8 t^4+13 t^5-8 t^6-3 t^7+9 t^8-6 t^9+t^10
4,1429,4.03415,8,1-3 t-3 t^2-3 t^3-6 t^4-3 t^5-3 t^6-3 t^7+t^8
5,1430,4.03422,10,1-3 t-3 t^2-4 t^3-2 t^4-3 t^5-2 t^6-4 t^7-3 t^8-3 t^9+t^10
5,1431,4.03561,8,1-4 t-t^3+2 t^4-t^5-4 t^7+t^8
5,1432,4.03691,8,1-5 t+4 t^2-2 t^4+4 t^6-5 t^7+t^8
5,1433,4.03715,10,1-4 t-3 t^4+3 t^5-3 t^6-4 t^9+t^10
5,1434,4.03734,8,1-3 t-3 t^2-4 t^3-2 t^4-4 t^5-3 t^6-3 t^7+t^8
5,1435,4.038,10,1-2 t-7 t^2-5 t^3+t^5-5 t^7-7 t^8-2 t^9+t^10
4,1436,4.03811,8,1-5 t+5 t^2-5 t^3+3 t^4-5 t^5+5 t^6-5 t^7+t^8
5,1437,4.03838,8,1-2 t-6 t^2-7 t^3-6 t^4-7 t^5-6 t^6-2 t^7+t^8
4,1438,4.03904,8,1-4 t-t^2+3 t^3+t^4+3 t^5-t^6-4 t^7+t^8
5,1439,4.03917,8,1-5 t+6 t^2-10 t^3+8 t^4-10 t^5+6 t^6-5 t^7+t^8
5,1440,4.03992,8,1-4 t-2 t^3+6 t^4-2 t^5-4 t^7+t^8
5,1441,4.04003,10,1-3 t-5 t^2+3 t^3+2 t^4-5 t^5+2 t^6+3 t^7-5 t^8-3 t^9+t^10
5,1442,4.04084,8,1-6 t+9 t^2-4 t^3-t^4-4 t^5+9 t^6-6 t^7+t^8
5,1443,4.04191,8,1-4 t+t^3-7 t^4+t^5-4 t^7+t^8
5,1444,4.04205,10,1-3 t-4 t^2-2 t^3+3 t^4+6 t^5+3 t^6-2 t^7-4 t^8-3 t^9+t^10
5,1445,4.04231,10,1-4 t-t^2+3 t^3+2 t^4-3 t^5+2 t^6+3 t^7-t^8-4 t^9+t^10
5,1446,4.04247,10,1-5 t+4 t^2-2 t^4-2 t^6+4 t^8-5 t^9+t^10
4,1447,4.04258,6,1-3 t-3 t^2-4 t^3-3 t^4-3 t^5+t^6
5,1448,4.04319,8,1-4 t+2 t^2-9 t^3+3 t^4-9 t^5+2 t^6-4 t^7+t^8
5,1449,4.04338,8,1-3 t-4 t^2-t^3+t^4-t^5-4 t^6-3 t^7+t^8
5,1450,4.04343,8,1-5 t+5 t^2-6 t^3+7 t^4-6 t^5+5 t^6-5 t^7+t^8
5,1451,4.04572,10,1-3 t-5 t^2+2 t^3+4 t^4+t^5+4 t^6+2 t^7-5 t^8-3 t^9+t^10
5,1452,4.04614,8,1-4 t-3 t^4-4 t^7+t^8
5,1453,4.04631,10,1-4 t-2 t^3+5 t^4-t^5+5 t^6-2 t^7-4 t^9+t^10
5,1454,4.04662,8,1-4 t+t^2-5 t^3+2 t^4-5 t^5+t^6-4 t^7+t^8
5,1455,4.04718,10,1-5 t+5 t^2-6 t^3+6 t^4-3 t^5+6 t^6-6 t^7+5 t^8-5 t^9+t^10
5,1456,4.04736,8,1-2 t-6 t^2-7 t^3-7 t^4-7 t^5-6 t^6-2 t^7+t^8
5,1457,4.04853,8,1-3 t-3 t^2-4 t^3-3 t^4-4 t^5-3 t^6-3 t^7+t^8
4,1458,4.04882,10,1-2 t-6 t^2-7 t^3-7 t^4-7 t^5-7 t^6-7 t^7-6 t^8-2 t^9+t^10
5,1459,4.0489,8,1-5 t+5 t^2-7 t^3+11 t^4-7 t^5+5 t^6-5 t^7+t^8
5,1460,4.04904,8,1-6 t+10 t^2-10 t^3+8 t^4-10 t^5+10 t^6-6 t^7+t^8
5,1461,4.04985,10,1-4 t+2 t^2-9 t^3+3 t^4-11 t^5+3 t^6-9 t^7+2 t^8-4 t^9+t^10
5,1462,4.05047,8,1-4 t-t^3+t^4-t^5-4 t^7+t^8
5,1463,4.05111,8,1-2 t-5 t^2-10 t^3-11 t^4-10 t^5-5 t^6-2 t^7+t^8
5,1464,4.05283,10,1-4 t-t^2+4 t^3-2 t^4-5 t^5-2 t^6+4 t^7-t^8-4 t^9+t^10
5,1465,4.05393,8,1-3 t-5 t^2+t^3+8 t^4+t^5-5 t^6-3 t^7+t^8
5,1466,4.05481,8,1-4 t-t^2+3 t^3+3 t^5-t^6-4 t^7+t^8
5,1467,4.05489,8,1-4 t-2 t^3+5 t^4-2 t^5-4 t^7+t^8
5,1468,4.0551,10,1-3 t-4 t^2-t^3-2 t^5-t^7-4 t^8-3 t^9+t^10
5,1469,4.05517,8,1-3 t-4 t^2-t^3-t^5-4 t^6-3 t^7+t^8
4,1470,4.05624,4,1-5 t+5 t^2-5 t^3+t^4
5,1471,4.05907,10,1-3 t-4 t^2-3 t^4-7 t^5-3 t^6-4 t^8-3 t^9+t^10
5,1472,4.05957,6,1-2 t-6 t^2-8 t^3-6 t^4-2 t^5+t^6
5,1473,4.06006,10,1-4 t-t^2+3 t^3+t^5+3 t^7-t^8-4 t^9+t^10
5,1474,4.06022,10,1-5 t+3 t^2+4 t^3-2 t^4-3 t^5-2 t^6+4 t^7+3 t^8-5 t^9+t^10
5,1475,4.06038,8,1-4 t+t^2-5 t^3+t^4-5 t^5+t^6-4 t^7+t^8
5,1476,4.06058,8,1-4 t-4 t^4-4 t^7+t^8
5,1477,4.06095,10,1-5 t+4 t^2-5 t^4+9 t^5-5 t^6+4 t^8-5 t^9+t^10
5,1478,4.06173,8,1-5 t+5 t^2-6 t^3+6 t^4-6 t^5+5 t^6-5 t^7+t^8
5,1479,4.06208,8,1-5 t+4 t^2-t^3+t^4-t^5+4 t^6-5 t^7+t^8
5,1480,4.06236,10,1-6 t+9 t^2-3 t^3-10 t^4+17 t^5-10 t^6-3 t^7+9 t^8-6 t^9+t^10
5,1481,4.06252,10,1-3 t-4 t^2-3 t^3+5 t^4+7 t^5+5 t^6-3 t^7-4 t^8-3 t^9+t^10
5,1482,4.06469,8,1-2 t-7 t^2-5 t^3-t^4-5 t^5-7 t^6-2 t^7+t^8
5,1483,4.06501,8,1-4 t-t^3-t^5-4 t^7+t^8
5,1484,4.06589,10,1-5 t+6 t^2-11 t^3+11 t^4-13 t^5+11 t^6-11 t^7+6 t^8-5 t^9+t^10
5,1485,4.06645,8,1-3 t-5 t^2+t^3+7 t^4+t^5-5 t^6-3 t^7+t^8
5,1486,4.06667,8,1-3 t-2 t^2-8 t^3-4 t^4-8 t^5-2 t^6-3 t^7+t^8
5,1487,4.06673,10,1-6 t+9 t^2-4 t^3-4 t^4+7 t^5-4 t^6-4 t^7+9 t^8-6 t^9+t^10
5,1488,4.06677,8,1-3 t-4 t^2-t^3-t^4-t^5-4 t^6-3 t^7+t^8
5,1489,4.06735,8,1-5 t+5 t^2-7 t^3+10 t^4-7 t^5+5 t^6-5 t^7+t^8
5,1490,4.06953,8,1-4 t-2 t^3+4 t^4-2 t^5-4 t^7+t^8
5,1491,4.07022,8,1-4 t-t^2+3 t^3-t^4+3 t^5-t^6-4 t^7+t^8
5,1492,4.0704,8,1-3 t-4 t^2-2 t^3+3 t^4-2 t^5-4 t^6-3 t^7+t^8
5,1493,4.07044,8,1-3 t-3 t^2-4 t^3-5 t^4-4 t^5-3 t^6-3 t^7+t^8
5,1494,4.07136,10,1-4 t-t^2+3 t^3-2 t^5+3 t^7-t^8-4 t^9+t^10
5,1495,4.07182,10,1-2 t-7 t^2-6 t^3+3 t^5-6 t^7-7 t^8-2 t^9+t^10
5,1496,4.07262,10,1-4 t-t^3-t^4+t^5-t^6-t^7-4 t^9+t^10
5,1497,4.07388,6,1-4 t-t^3-4 t^5+t^6
5,1498,4.07393,10,1-3 t-3 t^2-5 t^3-2 t^4-t^5-2 t^6-5 t^7-3 t^8-3 t^9+t^10
5,1499,4.07473,8,1-4 t-5 t^4-4 t^7+t^8
5,1500,4.07479,10,1-5 t+4 t^2-5 t^4+6 t^5-5 t^6+4 t^8-5 t^9+t^10
5,1501,4.07499,8,1-5 t+4 t^2-4 t^4+4 t^6-5 t^7+t^8
5,1502,4.07508,8,1-4 t-t^2+2 t^3+3 t^4+2 t^5-t^6-4 t^7+t^8
5,1503,4.07697,8,1-3 t-2 t^2-8 t^3-5 t^4-8 t^5-2 t^6-3 t^7+t^8
5,1504,4.07781,10,1-4 t-2 t^2+7 t^3+t^4-7 t^5+t^6+7 t^7-2 t^8-4 t^9+t^10
5,1505,4.0782,6,1-5 t+5 t^2-6 t^3+5 t^4-5 t^5+t^6
5,1506,4.07875,8,1-3 t-5 t^2+t^3+6 t^4+t^5-5 t^6-3 t^7+t^8
4,1507,4.07925,8,1-4 t-t^3-t^4-t^5-4 t^7+t^8
5,1508,4.07951,8,1-5 t+5 t^2-6 t^3+5 t^4-6 t^5+5 t^6-5 t^7+t^8
5,1509,4.07994,8,1-6 t+10 t^2-11 t^3+11 t^4-11 t^5+10 t^6-6 t^7+t^8
5,1510,4.08032,10,1-2 t-6 t^2-8 t^3-7 t^4-5 t^5-7 t^6-8 t^7-6 t^8-2 t^9+t^10
5,1511,4.08099,8,1-5 t+4 t^2-t^3-t^5+4 t^6-5 t^7+t^8
5,1512,4.08117,8,1-3 t-3 t^2-4 t^3-6 t^4-4 t^5-3 t^6-3 t^7+t^8
5,1513,4.08189,8,1-3 t-4 t^2-2 t^3+2 t^4-2 t^5-4 t^6-3 t^7+t^8
5,1514,4.08213,10,1-4 t-2 t^3+2 t^4+2 t^5+2 t^6-2 t^7-4 t^9+t^10
5,1515,4.08305,10,1-5 t+3 t^2+4 t^3-4 t^4+t^5-4 t^6+4 t^7+3 t^8-5 t^9+t^10
5,1516,4.08363,10,1-3 t-2 t^2-7 t^3-9 t^4-9 t^5-9 t^6-7 t^7-2 t^8-3 t^9+t^10
5,1517,4.08387,8,1-4 t-2 t^3+3 t^4-2 t^5-4 t^7+t^8
5,1518,4.08393,10,1-3 t-5 t^2+2 t^3+2 t^4-3 t^5+2 t^6+2 t^7-5 t^8-3 t^9+t^10
5,1519,4.08467,8,1-3 t-3 t^2-5 t^3-2 t^4-5 t^5-3 t^6-3 t^7+t^8
5,1520,4.08516,8,1-2 t-6 t^2-8 t^3-7 t^4-8 t^5-6 t^6-2 t^7+t^8
5,1521,4.08528,6,1-6 t+10 t^2-11 t^3+10 t^4-6 t^5+t^6
5,1522,4.08677,10,1-5 t+3 t^2+3 t^3+2 t^4-9 t^5+2 t^6+3 t^7+3 t^8-5 t^9+t^10
5,1523,4.08714,6,1-3 t-3 t^2-5 t^3-3 t^4-3 t^5+t^6
5,1524,4.0887,10,1-4 t-t^3-3 t^4+5 t^5-3 t^6-t^7-4 t^9+t^10
5,1525,4.08941,10,1-4 t-2 t^2+7 t^3+t^4-10 t^5+t^6+7 t^7-2 t^8-4 t^9+t^10
4,1526,4.08963,10,1-4 t-t^2+3 t^3-7 t^5+3 t^7-t^8-4 t^9+t^10
5,1527,4.0901,10,1-3 t-5 t^2+t^3+4 t^4+3 t^5+4 t^6+t^7-5 t^8-3 t^9+t^10
5,1528,4.09024,8,1-4 t-t^2+2 t^3+2 t^4+2 t^5-t^6-4 t^7+t^8
5,1529,4.09039,10,1-4 t+t^2-6 t^3+3 t^4-6 t^5+3 t^6-6 t^7+t^8-4 t^9+t^10
5,1530,4.09084,8,1-3 t-5 t^2+t^3+5 t^4+t^5-5 t^6-3 t^7+t^8
5,1531,4.09138,10,1-4 t-2 t^3+3 t^4-5 t^5+3 t^6-2 t^7-4 t^9+t^10
5,1532,4.09154,8,1-4 t+t^2-6 t^3+3 t^4-6 t^5+t^6-4 t^7+t^8
5,1533,4.09175,8,1-3 t-3 t^2-4 t^3-7 t^4-4 t^5-3 t^6-3 t^7+t^8
5,1534,4.09321,6,1-4 t-t^2+3 t^3-t^4-4 t^5+t^6
5,1535,4.09372,8,1-2 t-6 t^2-8 t^3-8 t^4-8 t^5-6 t^6-2 t^7+t^8
5,1536,4.09429,10,1-5 t+5 t^2-7 t^3+9 t^4-10 t^5+9 t^6-7 t^7+5 t^8-5 t^9+t^10
5,1537,4.09458,8,1-5 t+6 t^2-11 t^3+9 t^4-11 t^5+6 t^6-5 t^7+t^8
5,1538,4.09531,6,1-2 t-6 t^2-9 t^3-6 t^4-2 t^5+t^6
5,1539,4.09634,10,1-3 t-4 t^2-2 t^3-2 t^7-4 t^8-3 t^9+t^10
5,1540,4.09683,8,1-5 t+5 t^2-6 t^3+4 t^4-6 t^5+5 t^6-5 t^7+t^8
5,1541,4.09724,10,1-4 t-3 t^2+11 t^3+2 t^4-15 t^5+2 t^6+11 t^7-3 t^8-4 t^9+t^10
5,1542,4.09735,10,1-4 t-t^2+2 t^3+2 t^4-t^5+2 t^6+2 t^7-t^8-4 t^9+t^10
5,1543,4.09792,8,1-4 t-2 t^3+2 t^4-2 t^5-4 t^7+t^8
5,1544,4.09827,8,1-6 t+9 t^2-5 t^3+t^4-5 t^5+9 t^6-6 t^7+t^8
5,1545,4.0986,10,1-3 t-4 t^2-3 t^3+3 t^4+3 t^5+3 t^6-3 t^7-4 t^8-3 t^9+t^10
5,1546,4.09877,10,1-4 t-3 t^3+5 t^4+t^5+5 t^6-3 t^7-4 t^9+t^10
5,1547,4.09935,8,1-5 t+4 t^2-t^3-t^4-t^5+4 t^6-5 t^7+t^8
5,1548,4.09952,10,1-3 t-4 t^2-t^3-3 t^4-5 t^5-3 t^6-t^7-4 t^8-3 t^9+t^10
5,1549,4.10016,8,1-4 t+t^2-5 t^3-2 t^4-5 t^5+t^6-4 t^7+t^8
5,1550,4.10206,10,1-5 t+5 t^2-6 t^3+4 t^4-7 t^5+4 t^6-6 t^7+5 t^8-5 t^9+t^10
5,1551,4.10219,6,1-3 t-4 t^2-t^3-4 t^4-3 t^5+t^6
5,1552,4.10272,6,1-5 t+4 t^2-2 t^3+4 t^4-5 t^5+t^6
5,1553,4.10436,8,1-3 t-4 t^2-2 t^3-2 t^5-4 t^6-3 t^7+t^8
5,1554,4.10464,8,1-4 t+t^2-6 t^3+2 t^4-6 t^5+t^6-4 t^7+t^8
5,1555,4.10473,10,1-6 t+10 t^2-10 t^3+4 t^4-2 t^5+4 t^6-10 t^7+10 t^8-6 t^9+t^10
5,1556,4.10492,10,1-2 t-7 t^2-7 t^3+5 t^5-7 t^7-7 t^8-2 t^9+t^10
5,1557,4.10506,8,1-4 t-t^2+2 t^3+t^4+2 t^5-t^6-4 t^7+t^8
5,1558,4.10563,8,1-5 t+4 t^2-2 t^3+3 t^4-2 t^5+4 t^6-5 t^7+t^8
5,1559,4.10581,8,1-3 t-3 t^2-5 t^3-4 t^4-5 t^5-3 t^6-3 t^7+t^8
